Country Name,"Series Name","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
China,"GDP, PPP (current international $)","4082650449958.1","4526020825779.07","5072833908567.97","5736264892179.38","6588930215901.39","7651864506954.52","8975592720883.64","10033234295495.5","11059907750616.4","12378807960428.5","13844365195917.5","15124538193948.2","16185063329894.8","17121277216284.5","17796747505545.6","18712096136720.3","19887033884256.7","21739076706358.4","23443654490268.2","24283173525726.7"
China,"GDP (current US$)","1339395718862.89","1470550015077.93","1660287965663.89","1955347004965.69","2285965892364.2","2752131773358.92","3550342737009.53","4594307032667.98","5101703073088.97","6087163874510.73","7551500124197.17","8532229986993.65","9570406235659.64","10475682920597.7","11061553079871.5","11233276536744.7","12310409370894.2","13894817549380.3","14279937467431","14722730697890.1"
China,"GDP per capita (current US$)","1053.10824300262","1148.50829043887","1288.64325183475","1508.66809788453","1753.41782926104","2099.22943460734","2693.97006340427","3468.30460207977","3832.23643246922","4550.45310775599","5614.35213522114","6300.61511825789","7020.33848453658","7636.11660125502","8016.43143498003","8094.36336675194","8816.98690451989","9905.34200389253","10143.8381719921","10434.7751874839"
China,"GDP per capita, PPP (current international $)","3210.00939572914","3534.84912978684","3937.31287532441","4425.87419106099","5053.94579810189","5836.57343667871","6810.60390010026","7574.22445504338","8307.84951896429","9253.76518771214","10292.9404780675","11168.6972979775","11872.4973811617","12480.3385303781","12897.5022868592","13483.3772665319","14243.5326108491","15497.3599948376","16653.338843518","17210.7648899624"
China,"Life expectancy at birth, total (years)","71.732","72.061","72.381","72.689","72.985","73.271","73.553","73.835","74.119","74.409","74.708","75.013","75.321","75.629","75.928","76.21","76.47","76.704","76.912",".."
China,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
China,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","0.378679990768433","..","..","..","..","..","..","..","..","..",".."
China,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","22.3159999847412","..","..","..","..","..","..","..","..","..",".."
China,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
China,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
China,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","65.3229217529297","..","..","..","..","..","..","..","..","..",".."
China,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","3.57765007019043","..","..","..","..","..","..","..","..","..",".."
China,"Surface area (sq. km)","9600000.2","9600000.2","9599999.7","9600000.5","9599999.8","9600000","9600000","9600000","9600000.5","9600000.7","9600000.9","9600000.9","9600001.3","9600006.3","9600007.4","9600010.5","9600010.8","9600012.9","..",".."
China,"Population, total","1271850000","1280400000","1288400000","1296075000","1303720000","1311020000","1317885000","1324655000","1331260000","1337705000","1345035000","1354190000","1363240000","1371860000","1379860000","1387790000","1396215000","1402760000","1407745000","1410929362"
China,"Gross fixed capital formation (current US$)","448075100022.955","515550807261.085","635187745451.25","772942095761.647","901260696667.195","1065776462500.31","1345312497495.89","1794590451868.7","2235136265040.84","2674048770187.44","3312190765395.03","3775497434152.37","4260626714258.05","4594225317527.75","4656286465804.9","4667692059236.96","5153283277682.43","5952960929277.51","6115038281454.46","6313508578715.51"
China,"Government expenditure on education, total (% of GDP)","..","..","..","..","..","..","..","..","..","3.75464010238647","3.52196002006531","4.07742977142334","3.85250997543335","3.72663998603821","3.82487010955811","3.79362010955811","3.66744995117188","3.54249000549316","..",".."
China,"Expenditure on tertiary education (% of government expenditure on education)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
China,"Expenditure on secondary education (% of government expenditure on education)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
China,"Expenditure on primary education (% of government expenditure on education)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
China,"Research and development expenditure (% of GDP)","0.94033","1.05786","1.12037","1.21498","1.30792","1.36854","1.37369","1.44592","1.6648","1.71372","1.78034","1.91214","1.99786","2.02243","2.05701","2.10033","2.11603","2.14058","..",".."
China,"Scientific and technical journal articles","70439.37","74015.97","86912","120362.55","165335.65","189949.47","215206.94","249048.56","286371.91","312516.81","326770.84","329015.38","359274.07","390396.24","407974.61","438348.74","473438.51","528263.25","..",".."
China,"Patent applications, residents","30038","39806","56769","65786","93485","122318","153060","194579","229096","293066","415829","535313","704936","801135","968252","1204981","1245709","1393815","1243568",".."
Japan,"Gini index (World Bank estimate)","..","..","..","..","..","..","..","34.8","..","32.1","..","..","32.9","..","..","..","..","..","..",".."
Japan,"Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","..","..","..","..","..","..","..","0.5","..","0","..","..","0.7","..","..","..","..","..","..",".."
Japan,"GDP, PPP (current international $)","3552841434344.91","3647933229747.3","3753919256711.54","3938955753801.61","4110440479265.64","4300322202225.7","4482081297524.2","4517267516318.56","4295629000666.77","4525401285474.55","4629400479632.82","4799612889015.1","5021591088716.88","5034454618847.27","5199915217476.25","5158900389806.61","5262254961496.86","5339831831131.11","5380978414306.42","5334236727898.19"
Japan,"GDP (current US$)","4374711694090.87","4182846045873.61","4519561645253.53","4893116005656.56","4831467035389.8","4601663122649.92","4579750920354.81","5106679115127.3","5289493117993.89","5759071769013.11","6233147172341.35","6272362996105.03","5212328181166.18","4896994405353.29","4444930651964.18","5003677627544.24","4930837369151.42","5036891740656.35","5148781948478.17","5057758958706.64"
Japan,"GDP per capita (current US$)","34406.1824638092","32820.7936433254","35387.0374203599","38298.9801712303","37812.8950199948","35991.546002862","35779.0245416427","39876.3039685725","41308.9968370512","44968.1562349739","48760.0789494211","49145.2804308193","40898.6478964744","38475.3952461838","34960.6393843385","39400.7393559257","38891.0862716856","39808.1685608793","40777.6086970512","40193.2524448357"
Japan,"GDP per capita, PPP (current international $)","27942.346651133","28623.5884479367","29392.2489916186","30830.6584466434","32169.867493646","33634.6317066787","35015.9865745127","35273.791152156","33547.2834245767","35335.3735103814","36214.4397740241","37605.9742614539","39402.0250988025","39555.4120089198","40898.80697396","40623.0186579214","41505.0824777862","42202.4011166689","42616.5711388733","42390.3798412236"
Japan,"Life expectancy at birth, total (years)","81.4170731707317","81.5634146341463","81.76","82.030243902439","81.9251219512195","82.3219512195122","82.5070731707317","82.5875609756098","82.9314634146342","82.8426829268293","82.5912195121951","83.0960975609756","83.3319512195122","83.5878048780488","83.7939024390244","83.9848780487805","84.099756097561","84.2109756097561","84.3563414634146",".."
Japan,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
Japan,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
Japan,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","80.3393630981445","..","..","..","..","..","..","..","..","..",".."
Japan,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","99.521110534668","..","..","..","..","..","..","..","..","..",".."
Japan,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
Japan,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
Japan,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","19.9131393432617","..","..","..","..","..","..","..","..","..",".."
Japan,"Surface area (sq. km)","377880","377890","377900","377910","377910","377920","377930","377940","377947","377950","377955","377960","377962","377962","377971","377970","377970","377974","..",".."
Japan,"Population, total","127149000","127445000","127718000","127761000","127773000","127854000","128001000","128063000","128047000","128070000","127833000","127629000","127445000","127276000","127141000","126994511","126785797","126529100","126264931","125836021"
Japan,"Gross fixed capital formation (current US$)","1213150123139.43","1098432864388.94","1162130876752.62","1239129148835.88","1251400403926.03","1198488726931.29","1163491531037.29","1291622927742.49","1249605376076.33","1302682420087.75","1455512312629.27","1491169581351.21","1279966775208.71","1228388965740.6","1109963909749.14","1238944820314.33","1233071751118.26","1268743581157.74","1306622663439.17","1279475855632.18"
Japan,"Government expenditure on education, total (% of GDP)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
Japan,"Expenditure on tertiary education (% of government expenditure on education)","..","..","..","..","..","..","..","..","..","..","..","..","19.9977","20.76276","..","19.79765","..","..","..",".."
Japan,"Expenditure on secondary education (% of government expenditure on education)","..","..","..","..","..","..","..","..","..","..","..","..","38.36741","37.80486","..","41.98022","..","..","..",".."
Japan,"Expenditure on primary education (% of government expenditure on education)","..","..","..","..","..","..","..","..","..","..","..","..","33.39922","33.08188","..","35.11972","..","..","..",".."
Japan,"Research and development expenditure (% of GDP)","2.97183","3.01394","3.04295","3.02952","3.18099","3.27844","3.3396","3.33718","3.2314","3.13708","3.24477","3.20908","3.31496","3.40022","3.28165","3.15786","3.20798","3.27512","..",".."
Japan,"Scientific and technical journal articles","96497.65","98555.05","100691.14","103446.22","111707.84","112126.95","109981.96","108241.42","109131.25","109024.97","111258.23","109643.54","108995.98","105855.88","101306.59","101297.3","101084.19","98792.5","..",".."
Japan,"Patent applications, residents","382815","365204","358184","368416","367960","347060","333498","330110","295315","290081","287580","287013","271731","265959","258839","260244","260292","253630","245372",".."
Germany,"Gini index (World Bank estimate)","30.3","29.9","30","30.4","32.1","31.3","31.3","31.1","30.5","30.2","30.5","30.9","31.1","30.9","31.7","31.9","..","..","..",".."
Germany,"Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","0","0","0","0","0","0","0","0.2","0","0","0","0","0","0","0","0","..","..","..",".."
Germany,"GDP, PPP (current international $)","2336147411682.35","2406901890705.46","2468443651729.98","2585550983186.35","2622040720917.68","2814007980424.13","2985239513055.61","3103957698735.13","3015302562180.53","3185431779787.34","3415020684916.05","3487232707438.34","3628559701800.76","3807112936430.42","3889081660716.44","4165169650070.14","4386727409191.68","4579331237558.63","4624363265512.61","4560920212744.35"
Germany,"GDP (current US$)","1944107382550.34","2068624129493.69","2496128668171.56","2809187981127.39","2845802760850.64","2992196713084.93","3421229126745.14","3730027830672.33","3397791053070.3","3396354075663.73","3744408602683.94","3527344944139.83","3732743446218.92","3883920155292.26","3356235704119.75","3467498002104.33","3681732583768.5","3975347237442.99","3888326788627.44","3846413928653.71"
Germany,"GDP per capita (current US$)","23607.8828553922","25077.7290759602","30243.5765296979","34044.0536341248","34507.3688142332","36323.4477421822","41587.2128984264","45427.151677489","41485.9016495139","41531.9341978689","46644.776027968","43858.3630551076","46285.7640688407","47959.9932737599","41086.7296737253","42107.5172703074","44542.2952040833","47950.1808142041","46794.8992915603","46208.4294717472"
Germany,"GDP per capita, PPP (current international $)","28368.543282612","29178.6374658122","29908.1395291325","31333.8363031281","31794.0960095207","34160.3449318802","36287.4822419008","37802.3874303197","36815.8440540696","38952.6946021004","42541.5310884096","43359.6148271723","44993.8927459315","47011.5510935131","47609.7810045816","50579.6839299266","53071.4555699913","55235.366304833","55652.8874913932","54792.0644751381"
Germany,"Life expectancy at birth, total (years)","78.3292682926829","78.2292682926829","78.3804878048781","78.6804878048781","78.9317073170732","79.1317073170732","79.5341463414634","79.7365853658537","79.8365853658537","79.9878048780488","80.4365853658537","80.5390243902439","80.490243902439","81.090243902439","80.6414634146341","80.990243902439","80.9926829268293","80.8926829268293","80.9414634146342",".."
Germany,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","..","1.26112997531891","1.28924000263214","1.32317996025085","..","1.25295996665955","..",".."
Germany,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","..","10.7488899230957","11.0329399108887","11.5085496902466","..","11.1985902786255","..",".."
Germany,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","..","..","..","78.4840774536133","77.6236801147461","77.8464736938477","79.1142120361328","80.1641693115234","80.6187515258789","81.1279907226563","81.7228622436523","82.04736328125","82.3082504272461","82.9972076416016","83.083366394043","83.0064163208008","..","83.4613037109375","..",".."
Germany,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","..","..","..","100","100","100","100","100","100","100","100","100","100","100","100","100","..","100","..",".."
Germany,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","..","..","..","..","..","27.1606197357178","27.7127704620361","28.8160705566406","29.8395595550537","30.2569007873535","31.1494998931885","31.7936401367188","32.3349189758301","33.4242095947266","34.4100914001465","35.6527214050293","..","35.5881805419922","..",".."
Germany,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","..","..","..","97.7540130615234","96.9008636474609","96.9334335327148","97.0852127075195","96.7395401000977","96.7073287963867","96.5238418579102","96.713623046875","96.7308578491211","96.6717910766602","96.7991485595703","96.7161178588867","96.5136413574219","..","96.3322525024414","..",".."
Germany,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","..","24.1829490661621","24.7420501708984","25.5801200866699","..","25.1498794555664","..",".."
Germany,"Surface area (sq. km)","357030","357040","357040","357050","357090","357100","357100","357110","357120","357127","357140","357170","357340","357380","357409","357580","357580","357580","..",".."
Germany,"Population, total","82349925","82488495","82534176","82516260","82469422","82376451","82266372","82110097","81902307","81776930","80274983","80425823","80645605","80982500","81686611","82348669","82657002","82905782","83092962","83240525"
Germany,"Gross fixed capital formation (current US$)","423391498881.432","416244118200.64","487327313769.752","536302458405.761","542885213281.93","592541713712.207","686179852176.293","757306283872.858","654670741872.742","663732667411.763","762767766339.446","716795048792.994","742870847870.057","778348250139.041","671912580891.122","703843225033.33","751496436823.787","837096799691.23","830894131717.646","840506708496.5"
Germany,"Government expenditure on education, total (% of GDP)","..","..","..","..","..","4.2939600944519","4.36679983139038","4.43594980239868","4.90951013565063","4.94367980957031","4.82487010955811","4.95658016204834","4.93538999557495","4.92102003097534","4.85515022277832","4.83923006057739","4.88274002075195","4.99274015426636","..",".."
Germany,"Expenditure on tertiary education (% of government expenditure on education)","..","..","..","..","..","25.18597","25.36404","26.65244","26.44158","27.16245","28.12803","26.78422","26.48312","26.58781","25.94906","25.98579","..","..","..",".."
Germany,"Expenditure on secondary education (% of government expenditure on education)","..","..","..","..","..","47.11501","47.1186","46.03146","46.2026","45.54756","44.55401","43.15876","42.52851","41.96527","41.85471","41.25655","..","..","..",".."
Germany,"Expenditure on primary education (% of government expenditure on education)","..","..","..","..","..","14.73804","14.02363","13.49708","13.54903","13.48298","13.21104","12.8105","12.78433","12.7934","12.93305","12.92094","..","..","..",".."
Germany,"Research and development expenditure (% of GDP)","2.40437","2.43622","2.47461","2.43519","2.44193","2.47232","2.46048","2.61513","2.74266","2.73024","2.80555","2.88166","2.83599","2.87784","2.93003","2.94099","3.06792","3.13267","..",".."
Germany,"Scientific and technical journal articles","70648.69","71545.71","72368.78","75429.31","83968.28","85233.18","89413.66","91903.9","95453.2","97252.08","100768.62","105433.18","105730.82","108473.69","106452.92","108295.59","107803.17","104396.12","..",".."
Germany,"Patent applications, residents","49989","47598","47818","48448","48367","48012","47853","49240","47859","47047","46986","46620","47353","48154","47384","48480","47785","46617","46632",".."
United Kingdom,"Gini index (World Bank estimate)","37.3","35.1","35.1","36","34.3","34.6","35.7","34.1","34.3","34.4","33.2","32.3","33.2","34","33.2","34.8","35.1","..","..",".."
United Kingdom,"Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","0.2","0.2","0.5","0.4","0.5","0.2","0.3","0.3","0.2","0.1","0.4","0.2","0.2","0.2","0.1","0.2","0.3","..","..",".."
United Kingdom,"GDP, PPP (current international $)","1643950757324.93","1725432214728.13","1810619102773.76","1923117182945.43","1977979675503.34","2120243450344.37","2188923620951.47","2278427398954.81","2192898204975.82","2295779381211.35","2364569465138.54","2453351747492.28","2579158803764.99","2686202472925.53","2794324172515.81","2928593108075.34","3063306948134.75","3161750378791.18","3277751294222.3","3124359205095.01"
United Kingdom,"GDP (current US$)","1643908161796.46","1784076738609.11","2057093877551.02","2421814353716.59","2544829090909.09","2717059797608.1","3106182472989.2","2938882352941.18","2425798410967.44","2491110093454.18","2674891473843.81","2719158341005.79","2803291406029.93","3087165602962.86","2956573778737.76","2722851958486.23","2699016715111.39","2900791442554.06","2878673912414.44","2759804061837.07"
United Kingdom,"GDP per capita (current US$)","27806.4488245133","30049.8963232066","34487.4675722539","40371.7108259838","42132.0907219815","44654.0969208924","50653.2569148306","47549.3486286006","38952.2110262455","39688.6149684498","42284.8844902996","42686.8000524926","43713.8141242308","47787.2412984884","45404.5677734722","41499.5557033073","40857.7555829627","43646.9519711493","43070.4983595888","41059.1688090547"
United Kingdom,"GDP per capita, PPP (current international $)","27807.1693211993","29062.1238667812","30355.2833801407","32058.4154913466","32747.3540098412","34845.5917720001","35695.2984903994","36863.5847601847","35212.420476946","36576.5865398028","37379.2909657729","38514.0261691783","40218.7472562217","41580.6024876318","42912.8750936201","44635.2995586517","46372.38660351","47573.4880155177","49041.4635475451","46482.8622423026"
United Kingdom,"Life expectancy at birth, total (years)","77.9926829268293","78.1439024390244","78.4463414634146","78.7463414634146","79.0487804878049","79.2487804878049","79.4487804878049","79.6","80.0512195121951","80.4024390243902","80.9512195121951","80.9048780487805","81.0048780487805","81.3048780487805","80.9560975609756","81.1560975609756","81.2560975609756","81.2560975609756","81.2048780487805",".."
United Kingdom,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","0.916410028934479","0.88425999879837","..","..","1.0010199546814","..","..","1.07942998409271"
United Kingdom,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","8.57874011993408","8.78437042236328","..","..","11.9904203414917","..","..","13.5756597518921"
United Kingdom,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","84.6721725463867","86.4258270263672","86.0834426879883","87.7356567382813","74.0022735595703","74.7063903808594","..","..","77.1117324829102","..","..","79.9111328125"
United Kingdom,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","100","..","..","100"
United Kingdom,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","31.5697002410889","33.811710357666","33.0590400695801","36.9503593444824","..","..","..","..","..","..","..",".."
United Kingdom,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","99.7685623168945","99.8078689575195","99.8556365966797","99.8083190917969","99.8322906494141","99.8598480224609","..","..","99.7478179931641","..","..","99.8025970458984"
United Kingdom,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","..","..","..","..","..","..","..","..","..","..","..","..","28.3882904052734","29.3326206207275","..","..","33.9221305847168","..","..","37.2764701843262"
United Kingdom,"Surface area (sq. km)","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","..",".."
United Kingdom,"Population, total","59119673","59370479","59647577","59987905","60401206","60846820","61322463","61806995","62276270","62766365","63258810","63700215","64128273","64602298","65116219","65611593","66058859","66460344","66836327","67215293"
United Kingdom,"Gross fixed capital formation (current US$)","290166978551.893","313848920863.309","355947755102.041","417801171731.966","441023636363.636","476391904323.827","556940776310.524","514200367647.059","387158435893.441","394343549049.92","416931540284.917","426045782931.266","444305949039.952","508834827731.622","509095258810.749","479568555623.235","486334281141.743","515572928400.378","510066365713.758","472097692102.945"
United Kingdom,"Government expenditure on education, total (% of GDP)","4.11829996109009","4.64337015151978","4.81652021408081","4.74363994598389","4.94915008544922","4.9968900680542","4.92887020111084","4.9051399230957","5.07645988464355","5.69974994659424","5.5809497833252","..","5.53157997131348","5.60456991195679","5.55305004119873","5.41894006729126","5.44418001174927","5.23890018463135","..",".."
United Kingdom,"Expenditure on tertiary education (% of government expenditure on education)","17.23762","20.63792","19.76077","19.29337","22.29214","20.10144","17.38604","15.70931","14.36972","16.39469","22.09704","..","23.9586","24.32627","22.82077","25.61589","..","..","..",".."
United Kingdom,"Expenditure on secondary education (% of government expenditure on education)","48.3563","47.14807","48.27423","47.88209","45.38878","43.31438","45.10862","47.03944","48.91957","48.31804","41.5706","..","40.13864","41.13215","41.03583","37.83738","..","..","..",".."
United Kingdom,"Expenditure on primary education (% of government expenditure on education)","24.98936","23.6289","25.47734","26.19924","26.46495","29.44554","30.64547","31.57509","31.11967","30.09235","30.77206","..","29.7885","28.91542","32.16658","32.32674","..","..","..",".."
United Kingdom,"Research and development expenditure (% of GDP)","1.60477","1.61497","1.58239","1.5338","1.55279","1.57317","1.61289","1.61272","1.67125","1.64564","1.64959","1.57716","1.62028","1.6434","1.64985","1.66023","1.68022","1.70274","..",".."
United Kingdom,"Scientific and technical journal articles","73779.92","74814.46","75564.08","79249.97","84940.1","88142.47","91212.76","91357.74","93803.37","93791.51","95820.1","98144.92","99228.41","99384.79","99616.02","99366.17","99128.72","97680.9","..",".."
